ligne_id,vente_id,ext_id,session_id,famille,designation,quantite,total,vente_date
38450.0,418521.0,,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-05-06
38451.0,418521.0,,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2026-05-06
38452.0,418521.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-06
38453.0,418521.0,,,ACCESSORIES,GOURDE ISOTHERME,3.0,66.0,2026-05-06
38454.0,418521.0,,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-05-06
38455.0,418521.0,,,HEADWEAR,CASQUETTE BRODEE,1.0,30.0,2026-05-06
38457.0,418523.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-06
38458.0,418524.0,,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2026-05-06
38459.0,418525.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-06
38465.0,418529.0,,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-05-07
38466.0,418529.0,,,SKYLINE,TOTE BAG SKYLINE,1.0,18.0,2026-05-07
38467.0,418530.0,,,HEADWEAR,BONNET HIVER,2.0,50.0,2026-05-07
38475.0,418534.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-07
38476.0,418534.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-07
38484.0,418538.0,,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,2.0,78.0,2026-05-07
38486.0,418540.0,,,ACCESSORIES,MUG CERAMIQUE,2.0,24.0,2026-05-07
38487.0,418540.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,7.6,2026-05-07
38488.0,418540.0,,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2026-05-07
38489.0,418540.0,,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-05-07
38491.0,418542.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-07
38492.0,418542.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-07
38493.0,418543.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-07
38494.0,418543.0,,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-05-07
38495.0,418544.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-07
38496.0,418544.0,,,HEADWEAR,CASQUETTE BRODEE,1.0,30.0,2026-05-07
38497.0,418545.0,,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-05-07
38505.0,418549.0,,,ACCESSORIES,PORTE-CLES METAL,2.0,16.0,2026-05-07
38506.0,418549.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-07
38507.0,418550.0,,,SKYLINE,T-SHIRT SKYLINE CRENEAU,1.0,38.0,2026-05-07
38508.0,418550.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-07
38509.0,418550.0,,,ACCESSORIES,PORTE-CLES METAL,3.0,24.0,2026-05-07
38510.0,418551.0,,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-05-07
38511.0,418551.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-07
38512.0,418551.0,,,MATCHWEAR,MAILLOT COLLECTOR SIGNE,1.0,180.0,2026-05-07
38513.0,418552.0,,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2026-05-07
38514.0,418553.0,,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-05-07
38515.0,418554.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-07
38516.0,418555.0,,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2026-05-08
38517.0,418556.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-08
38518.0,418557.0,,,MATCHWEAR,MAILLOT COLLECTOR SIGNE,1.0,153.0,2026-05-08
38519.0,418557.0,,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-05-08
38520.0,418558.0,,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2026-05-08
38521.0,418559.0,,,ESSENTIALS,CHAUSSETTES PAIRE,2.0,24.0,2026-05-08
38522.0,418559.0,,,TRAINING,BALLON TAILLE 7,1.0,40.0,2026-05-08
38523.0,418559.0,,,HEADWEAR,CASQUETTE BRODEE,3.0,90.0,2026-05-08
38524.0,418560.0,,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-05-08
38525.0,418560.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-08
38526.0,418561.0,,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-05-08
38527.0,418561.0,,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,83.3,2026-05-08
38537.0,418566.0,,,TRAINING,SHORT ENTRAINEMENT,1.0,35.0,2026-05-08
38538.0,418566.0,,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2026-05-08
38544.0,418568.0,,,MATCHWEAR,MAILLOT COLLECTOR SIGNE,1.0,180.0,2026-05-08
38545.0,418568.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-08
38546.0,418568.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-08
38547.0,418568.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-08
38548.0,418569.0,,,TRAINING,BALLON TAILLE 7,1.0,40.0,2026-05-08
38551.0,418571.0,,,SKYLINE,TOTE BAG SKYLINE,1.0,18.0,2026-05-08
38552.0,418571.0,,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-05-08
38553.0,418571.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-08
38554.0,418572.0,,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-05-08
38555.0,418573.0,,,MATCHWEAR,SHORT DE MATCH,2.0,110.0,2026-05-08
38557.0,418575.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-08
38557.0,418575.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-08
38558.0,418575.0,,,MATCHWEAR,SHORT DE MATCH,2.0,110.0,2026-05-08
38559.0,418575.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-08
38560.0,418576.0,,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,18.0,2026-05-09
38561.0,418576.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,33.25,2026-05-09
38562.0,418576.0,,,MATCHWEAR,MAILLOT COLLECTOR SIGNE,1.0,180.0,2026-05-09
38563.0,418576.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-09
38564.0,418577.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-09
38565.0,418578.0,,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-05-09
38566.0,418578.0,,,SKYLINE,TOTE BAG SKYLINE,1.0,18.0,2026-05-09
38567.0,418579.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,12.75,2026-05-09
38568.0,418579.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-09
38569.0,418579.0,,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-05-09
38570.0,418579.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-09
38571.0,418580.0,,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-05-09
38572.0,418580.0,,,TRAINING,BALLON TAILLE 7,1.0,40.0,2026-05-09
38573.0,418581.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-09
38574.0,418582.0,,,ACCESSORIES,MUG CERAMIQUE,1.0,10.2,2026-05-09
38575.0,418582.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-09
38578.0,418584.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-09
38579.0,418585.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-09
38580.0,418585.0,,,TRAINING,SHORT ENTRAINEMENT,3.0,105.0,2026-05-09
38586.0,418589.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-09
38587.0,418589.0,,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-05-09
38588.0,418589.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-09
38589.0,418589.0,,,MATCHWEAR,MAILLOT COLLECTOR SIGNE,1.0,153.0,2026-05-09
38590.0,418590.0,,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-05-09
38591.0,418590.0,,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-05-09
38597.0,418594.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-09
38598.0,418595.0,,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-05-09
38599.0,418595.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,2.0,70.0,2026-05-09
38600.0,418595.0,,,MATCHWEAR,MAILLOT DOMICILE,3.0,270.0,2026-05-09
38601.0,418595.0,,,HEADWEAR,CASQUETTE BRODEE,1.0,30.0,2026-05-09
38602.0,418596.0,,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2026-05-09
38603.0,418596.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-09
38604.0,418596.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-09
38605.0,418596.0,,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,37.05,2026-05-09
38606.0,418597.0,,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,23.75,2026-05-09
38608.0,418599.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-09
38609.0,418599.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-09
38612.0,418601.0,,,MATCHWEAR,MAILLOT COLLECTOR SIGNE,2.0,360.0,2026-05-09
38614.0,418603.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-09
38615.0,418603.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-09
38616.0,418603.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,3.0,105.0,2026-05-09
38617.0,418603.0,,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-05-09
38618.0,418603.0,,,ACCESSORIES,MUG CERAMIQUE,2.0,24.0,2026-05-09
38625.0,418606.0,,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-05-09
38626.0,418607.0,,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,2.0,50.0,2026-05-09
38627.0,418607.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-09
38628.0,418607.0,,,ACCESSORIES,GOURDE ISOTHERME,2.0,39.6,2026-05-09
38629.0,418607.0,,,TRAINING,SHORT ENTRAINEMENT,1.0,35.0,2026-05-09
38630.0,418608.0,,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-05-09
38631.0,418608.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-09
38632.0,418608.0,,,ACCESSORIES,PORTE-CLES METAL,2.0,16.0,2026-05-09
38634.0,418610.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-09
38635.0,418610.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-09
38636.0,418611.0,,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-05-09
38637.0,418611.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-09
38638.0,418611.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-09
38639.0,418612.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-09
38640.0,418612.0,,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-05-09
38641.0,418612.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-09
38642.0,418612.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-09
38646.0,418614.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-09
38647.0,418614.0,,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-05-09
38648.0,418615.0,,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2026-05-09
38649.0,418615.0,,,SKYLINE,T-SHIRT SKYLINE CRENEAU,1.0,30.4,2026-05-09
38651.0,418617.0,,,SKYLINE,T-SHIRT SKYLINE CRENEAU,3.0,114.0,2026-05-10
38652.0,418617.0,,,HEADWEAR,CASQUETTE BRODEE,1.0,25.5,2026-05-10
38652.0,418617.0,,,HEADWEAR,CASQUETTE BRODEE,1.0,25.5,2026-05-10
38653.0,418617.0,,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-05-10
38654.0,418618.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,13.5,2026-05-10
38655.0,418619.0,,,FAN SEGMENT,ECHARPE SUPPORTER,1.0,20.0,2026-05-10
38656.0,418619.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-10
38657.0,418619.0,,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-05-10
38658.0,418620.0,,,HEADWEAR,CASQUETTE BRODEE,1.0,30.0,2026-05-10
38662.0,418622.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-10
38663.0,418622.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-10
38664.0,418622.0,,,TRAINING,SHORT ENTRAINEMENT,1.0,35.0,2026-05-10
38665.0,418622.0,,,SKYLINE,TOTE BAG SKYLINE,1.0,18.0,2026-05-10
38666.0,418623.0,,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-05-10
38667.0,418623.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-10
38668.0,418623.0,,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-05-10
38669.0,418624.0,,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-05-10
38670.0,418624.0,,,FAN SEGMENT,HOODIE FAN CAPUCHE,1.0,69.0,2026-05-10
38671.0,418625.0,,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-05-10
38681.0,418628.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-10
38682.0,418628.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-10
38683.0,418628.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-10
38684.0,418629.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-10
38688.0,418631.0,,,ACCESSORIES,MUG CERAMIQUE,2.0,24.0,2026-05-10
38689.0,418631.0,,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-05-10
38694.0,418633.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-10
38695.0,418633.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-10
38696.0,418633.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-10
38697.0,418633.0,,,HEADWEAR,CASQUETTE BRODEE,1.0,30.0,2026-05-10
38700.0,418635.0,,,MATCHWEAR,MAILLOT COLLECTOR SIGNE,2.0,360.0,2026-05-10
38701.0,418635.0,,,SKYLINE,TOTE BAG SKYLINE,1.0,18.0,2026-05-10
38702.0,418635.0,,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-05-10
38703.0,418635.0,,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,1.0,98.0,2026-05-10
38704.0,418635.0,,,ACCESSORIES,GOURDE ISOTHERME,3.0,66.0,2026-05-10
38705.0,418635.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-10
38706.0,418636.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-10
38714.0,418639.0,,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-05-10
38717.0,418642.0,,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2026-05-10
38720.0,418645.0,,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2026-05-10
38721.0,418645.0,,,SKYLINE,T-SHIRT SKYLINE CRENEAU,1.0,38.0,2026-05-10
38722.0,418645.0,,,MATCHWEAR,MAILLOT COLLECTOR SIGNE,1.0,180.0,2026-05-10
38723.0,418645.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-10
38724.0,418645.0,,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-05-10
38726.0,418647.0,,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-05-10
38727.0,418647.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-10
38728.0,418647.0,,,SKYLINE,T-SHIRT SKYLINE CRENEAU,2.0,76.0,2026-05-10
38730.0,418649.0,,,SKYLINE,T-SHIRT SKYLINE CRENEAU,1.0,38.0,2026-05-10
38731.0,418650.0,,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-05-10
38744.0,418654.0,,,TRAINING,BALLON TAILLE 7,1.0,40.0,2026-05-10
38745.0,418654.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-10
38746.0,418654.0,,,MATCHWEAR,MAILLOT EXTERIEUR,2.0,180.0,2026-05-10
38752.0,418657.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-10
38753.0,418657.0,,,SKYLINE,T-SHIRT SKYLINE CRENEAU,1.0,38.0,2026-05-10
38757.0,418659.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-10
38758.0,418659.0,,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-05-10
38760.0,418661.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-10
38761.0,418662.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-10
38762.0,418662.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-10
38763.0,418662.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,2.0,70.0,2026-05-10
38764.0,418662.0,,,SKYLINE,T-SHIRT SKYLINE CRENEAU,2.0,76.0,2026-05-10
38765.0,418662.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-10
38766.0,418662.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-10
38767.0,418663.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-10
38768.0,418663.0,,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2026-05-10
38774.0,418666.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-10
38775.0,418666.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-10
38776.0,418667.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,2.0,70.0,2026-05-10
38777.0,418667.0,,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2026-05-10
38785.0,418672.0,,,MATCHWEAR,MAILLOT FLOQUE JOUEUR,2.0,196.0,2026-05-10
38786.0,418673.0,,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,2.0,78.0,2026-05-10
38792.0,418675.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-10
38793.0,418676.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-11
38794.0,418676.0,,,SKYLINE,TOTE BAG SKYLINE,1.0,18.0,2026-05-11
38795.0,418676.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-11
38796.0,418677.0,,,SKYLINE,TOTE BAG SKYLINE,1.0,18.0,2026-05-11
38797.0,418677.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-11
38798.0,418678.0,,,TRAINING,SHORT ENTRAINEMENT,1.0,35.0,2026-05-11
38799.0,418678.0,,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,11.4,2026-05-11
38800.0,418679.0,,,SKYLINE,T-SHIRT SKYLINE CRENEAU,3.0,114.0,2026-05-11
38801.0,418680.0,,,MATCHWEAR,MAILLOT COLLECTOR SIGNE,1.0,180.0,2026-05-11
38802.0,418681.0,,,SKYLINE,TOTE BAG SKYLINE,3.0,54.0,2026-05-11
38805.0,418683.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-11
38806.0,418683.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,7.2,2026-05-11
38807.0,418684.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-11
38808.0,418684.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-11
38809.0,418685.0,,,SKYLINE,TOTE BAG SKYLINE,1.0,18.0,2026-05-11
38810.0,418685.0,,,MATCHWEAR,MAILLOT DOMICILE,2.0,180.0,2026-05-11
38811.0,418686.0,,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,37.05,2026-05-11
38812.0,418686.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-11
38813.0,418686.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-11
38814.0,418686.0,,,HEADWEAR,CASQUETTE BRODEE,1.0,30.01,2026-05-11
38815.0,418687.0,,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-05-11
38816.0,418687.0,,,ACCESSORIES,PORTE-CLES METAL,2.0,16.0,2026-05-11
38817.0,418687.0,,,SKYLINE,TOTE BAG SKYLINE,1.0,18.0,2026-05-11
38818.0,418687.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-11
38821.0,418689.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-11
38822.0,418689.0,,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2026-05-11
38828.0,418694.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-11
38829.0,418694.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-11
38830.0,418694.0,,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,2.0,78.0,2026-05-11
38831.0,418694.0,,,FAN SEGMENT,ECHARPE SUPPORTER,2.0,40.0,2026-05-11
38832.0,418694.0,,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2026-05-11
38833.0,418695.0,,,ACCESSORIES,MUG CERAMIQUE,1.0,12.0,2026-05-11
38841.0,418700.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-12
38843.0,418702.0,,,MATCHWEAR,SHORT DE MATCH,1.0,55.0,2026-05-12
38846.0,418704.0,,,ACCESSORIES,GOURDE ISOTHERME,2.0,44.0,2026-05-12
38847.0,418705.0,,,MATCHWEAR,MAILLOT EXTERIEUR,2.0,180.0,2026-05-12
38848.0,418705.0,,,SKYLINE,TOTE BAG SKYLINE,3.0,54.0,2026-05-12
38849.0,418705.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-12
38858.0,418709.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-12
38862.0,418713.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-12
38863.0,418713.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-12
38864.0,418714.0,,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-05-12
38867.0,418717.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-12
38868.0,418718.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-12
38869.0,418718.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-12
38870.0,418718.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-12
38876.0,418721.0,,,MATCHWEAR,MAILLOT DOMICILE,1.0,90.0,2026-05-13
38879.0,418723.0,,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-05-13
38880.0,418723.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-13
38881.0,418723.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-13
38882.0,418723.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-13
38889.0,418725.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-13
38890.0,418725.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-13
38891.0,418725.0,,,ESSENTIALS,CHAUSSETTES PAIRE,1.0,12.0,2026-05-13
38892.0,418725.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-13
38893.0,418725.0,,,ESSENTIALS,SWEAT ESSENTIEL CREW,1.0,55.0,2026-05-13
38894.0,418725.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-13
38895.0,418726.0,,,MATCHWEAR,MAILLOT COLLECTOR SIGNE,1.0,180.0,2026-05-13
38896.0,418726.0,,,MATCHWEAR,MAILLOT COLLECTOR SIGNE,1.0,180.0,2026-05-13
38897.0,418727.0,,,SKYLINE,T-SHIRT SKYLINE CRENEAU,1.0,34.2,2026-05-13
38898.0,418727.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-13
38906.0,418730.0,,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2026-05-13
38907.0,418731.0,,,HEADWEAR,CASQUETTE BRODEE,1.0,30.0,2026-05-13
38908.0,418731.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-13
38910.0,418733.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,1.0,35.0,2026-05-13
38911.0,418733.0,,,FAN SEGMENT,T-SHIRT FAN LOGO,3.0,105.0,2026-05-13
38912.0,418734.0,,,ESSENTIALS,T-SHIRT ESSENTIEL UNI,1.0,25.0,2026-05-13
38913.0,418735.0,,,MATCHWEAR,MAILLOT EXTERIEUR,1.0,90.0,2026-05-13
38914.0,418736.0,,,ACCESSORIES,PORTE-CLES METAL,1.0,8.0,2026-05-13
38923.0,418743.0,,,ACCESSORIES,GOURDE ISOTHERME,1.0,22.0,2026-05-14
38924.0,418744.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,2.0,30.0,2026-05-14
38925.0,418744.0,,,HEADWEAR,CASQUETTE BRODEE,1.0,30.0,2026-05-14
38926.0,418745.0,,,FAN SEGMENT,DRAPEAU TRIBUNE,1.0,15.0,2026-05-14
38927.0,418746.0,,,FAN SEGMENT,T-SHIRT FAN REVERSIBLE,1.0,39.0,2026-05-14
38933.0,418750.0,,,ACCESSORIES,MUG CERAMIQUE,2.0,24.0,2026-05-14
38934.0,418751.0,,,TRAINING,SHORT ENTRAINEMENT,1.0,35.0,2026-05-14
38935.0,418752.0,,,SKYLINE,T-SHIRT SKYLINE CRENEAU,1.0,38.0,2026-05-14
